Machine name,Operater ID,Time,Work order,Purpose,Test Platform,Fixture ID,Socket number,CoC information_ID, , ,QWLT result, , , , , , , , , , , , , , ,LIV result, , , ,Coarse Tune,,
CT-3103A,operator,20240628_223310,X240620002,Pre BI,Left (A),3,5,DO721#2,TM038,A5,120,50,40,10,10,1.5,0.5,0,1545.3,NaN,36.44183302,-2,-2,-359.325,-94.603471,54.904,54.532,54.912,14.48617316,92_93_94,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240628_225613,X240620002,Pre BI,Left (A),3,5,DO721#2,TM038,A5,120,50,40,10,10,1.5,0.5,0,1545,NaN,36.93248691,-2,-2,-390.171946,-94.566843,54.876,54.492,54.962,14.45530332,93,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_161135,X240620002,Pre BI,Left (A),3,1,DO721#2,TM038,C-03-07,120,50,40,9.9,10.1,6.25,0,3,1544.8,NaN,36.22628498,-2,-2,-393.121882,-53.693901,62.987,62.969,63.135,13.68810501,29_30_31_32_33_34_58_89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_162725,X240620002,Pre BI,Left (A),3,2,DO721#2,TM038,B-03-22,120,50,40,9.5,10.5,1,4,0,1544.9,NaN,32.8580214,-2,-2,-580.716471,-62.996522,71.902,72.608,73.44,14.64003807,89_90_91_92_93_94_95_96_97,Fail,[SMSR Fail][Coarse Tuning fail]
CT-3103A,operator,20240701_164350,X240620002,Pre BI,Left (A),3,3,DO721#2,TM038,B-03-23,120,50,40,10.2,9.8,2,2,0,1545.4,NaN,37.79974748,-2,-2,-443.307363,-59.846818,68.599,66.843,68.477,14.59808605,19_20_32_33_34_40_41_42_43_44_45_46_58_89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_165056,X240620002,Pre BI,Left (A),3,4,DO721#2,TM038,B-04-06,120,50,40,10,10,1.5,0,0.5,1544.6,NaN,37.53656737,-2,-2,-1087.815501,-26.079028,61.84,60.297,61.213,9.038487911,88_89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_170045,X240620002,Pre BI,Left (A),3,5,DO721#2,TM038,B-04-07,120,50,40,10.2,9.8,1.75,2.5,0,1544.7,NaN,38.79293835,-2,-2,-397.565018,-47.833979,60.645,59.954,61.652,13.02870899,20_31_32_33_40_41_42_43_44_45_51_52_53_54_55_56_57_68_69_88_89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_171542,X240620002,Pre BI,Left (A),3,6,DO721#2,TM038,J-02-07,120,50,40,9.6,10.4,2,0,2,1544.1,NaN,35.78710044,-2,-2,-325.309607,-88.487177,52.3,51.412,52.797,12.85356748,88_89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_172716,X240620002,Pre BI,Left (A),3,7,DO721#2,TM038,B-04-08,120,50,40,10.2,9.8,1.75,0,2,1544.5,NaN,31.29485599,-2,-2,-959.365454,-53.913649,61.555,59.928,61.614,14.02517955,40_41_42_43_44_45_46_47_49_68_69_88_89_90_91_92_93_94_95_96_97,Fail,[SMSR Fail][Coarse Tuning fail]
CT-3103A,operator,20240701_173625,X240620002,Pre BI,Left (A),3,8,DO721#2,TM038,O-04-06,120,50,40,10,10,1.5,0,1.5,1545.5,NaN,38.69952137,-2,-2,-534.719205,-68.893067,44.38,44.014,45.246,11.3279097,,Pass,
CT-3103A,operator,20240701_095519,X240620002,Pre BI,Left (A),4,1,DO721#2,TM038,C-01-14,120,50,40,10.1,9.9,2.5,0.5,0,1545.6,NaN,34.50893462,-2,-2,-440.976524,-79.953665,58.653,58.862,59.628,14.65865404,90_91_92_93_94_95_96_97,Fail,[SMSR Fail][Coarse Tuning fail]
CT-3103A,operator,20240701_101156,X240620002,Pre BI,Left (A),4,2,DO721#2,TM038,C-03-08,120,50,40,10.2,9.8,2.5,0,0,1544.9,NaN,36.66247178,-2,-2,-316.350517,-55.964618,58.201,57.86,59.163,14.7103663,10_29_30_31_32_33_34_41_42_43_44_45_46_49_67_68_69_70_77_78_79_80_81_82_89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_102356,X240620002,Pre BI,Left (A),4,3,DO721#2,TM038,B-03-06,120,50,40,10,10,5.25,0,0,1545.9,NaN,30.40797044,-2,-2,-632.285839,-65.779983,62.663,62.794,62.371,11.42458249,39_40_41_42_43_44_45_46_47_59_90_91_92_93_94_95_96_97,Fail,[SMSR Fail][Coarse Tuning fail]
CT-3103A,operator,20240701_144655,X240620002,Pre BI,Left (A),4,4,DO721#2,TM038,B-03-07,120,50,40,9.4,10.6,1.75,0,1.5,1545.4,NaN,36.15838859,-2,-2,-493.456377,-72.555515,58.868,58.797,60.215,14.93904019,89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_113602,X240620002,Pre BI,Left (A),4,5,DO721#2,TM038,C-01-15,120,50,40,10.1,9.9,3,0.5,0,1545.2,NaN,38.03164715,-2,-2,-618.992897,-80.173413,57.558,56.143,56.563,14.85558421,90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_115425,X240620002,Pre BI,Left (A),4,6,DO721#2,TM038,J-02-06,120,50,40,10.3,9.7,1.25,0,2.5,1544.7,NaN,34.81495483,-2,-2,-353.716459,-83.689367,50.285,51.902,52.029,12.66192515,88_89_90_91_92_93_94_95_96_97,Fail,[SMSR Fail][Coarse Tuning fail]
CT-3103A,operator,20240701_120212,X240620002,Pre BI,Left (A),4,7,DO721#2,TM038,C-01-16,120,50,40,10,10,2.5,1,0,1545.7,NaN,37.63853067,-2,-2,-495.532295,-80.576283,56.188,54.492,56.856,15.06352144,90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240701_153425,X240620002,Pre BI,Left (A),4,8,DO721#2,TM038,B-03-08,120,50,40,9.9,10.1,3,0,1.5,1542.4,NaN,39.43732535,-2,-2,-668.996305,-47.577607,44.898,44.943,45.267,21.77232235,55_56_57_58_59_60_61_62_63_64_65_66_67_68_69_70_71_72_73_74_75_76_77_78_79_80_81_82_83_84_85_86_87_88_89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240702_180313,X240620002,Post BI,Left (A),3,1,DO721#2,TM038,N-02-10,120,50,40,9.8,10.2,3.75,0,3,1557,NaN,36.41008784,-2,-2,-216.125249,-41.38807,54.974,56.948,57.462,11.77793244,,Pass,
CT-3103A,operator,20240702_182501,X240620002,Post BI,Left (A),3,2,DO721#2,TM038,N-02-16,120,50,40,9.2,10.8,1.5,0,2.5,1562.6,NaN,33.10081462,-2,-2,-248.720316,-27.067888,62.024,62.275,62.532,12.59101804,,Pass,[SMSR Fail]
CT-3103A,operator,20240702_183203,X240620002,Post BI,Left (A),3,3,DO721#2,TM038,P-02-15,120,50,40,10.9,9.1,0.75,1,0,1557.7,NaN,32.61459886,-2,-2,-3412.808292,-7.290658,64.433,65.247,65.622,3.810080904,,Pass,[SMSR Fail][Low Power]
CT-3103A,operator,20240702_184017,X240620002,Post BI,Left (A),3,4,DO721#2,TM038,L-03-23,120,50,40,9.8,10.2,2,1,0,1545.3,NaN,34.47646643,-2,-2,-411.986955,-87.24194,53.46,52.267,53.896,13.86437644,90_91_92_93_94_95_96_97,Fail,[SMSR Fail][Coarse Tuning fail]
CT-3103A,operator,20240702_184849,X240620002,Post BI,Left (A),3,5,DO721#2,TM038,R-03-28,120,50,40,9.4,10.6,1.5,1,0,1562.7,NaN,36.80140579,-2,-2,-420.909637,-28.129998,63.955,64.057,64.294,12.84877503,,Pass,
CT-3103A,operator,20240702_190034,X240620002,Post BI,Left (A),3,6,DO721#2,TM038,R-04-16,120,50,40,9.9,10.1,3,0,2,1563,NaN,32.80123742,-2,-2,-299.488485,-27.910251,60.635,60.573,60.872,12.37684396,,Pass,[SMSR Fail]
CT-3103A,operator,20240702_190900,X240620002,Post BI,Left (A),3,7,DO721#2,TM038,N-03-17,120,50,40,9.5,10.5,1.5,0,1.5,1562.8,NaN,34.74059613,-2,-2,-247.190706,-28.129998,62.148,62.043,62.47,12.90045668,,Pass,[SMSR Fail]
CT-3103A,operator,20240702_191812,X240620002,Post BI,Left (A),3,8,DO721#2,TM038,N-02-29,120,50,40,10.5,9.5,6,3.5,0,1558,NaN,10.08625893,-2,-2,-956.743257,-36.040892,67.609,66.729,67.621,10.59639037,,Pass,[SMSR Fail]
CT-3103A,operator,20240703_140844,X240620002,Post BI,Left (A),3,1,DO721#2,TM039,J-03-16,120,50,40,9.8,10.2,1.25,0,1.5,1562.2,NaN,36.74398089,-2,-2,-444.727688,-32.378441,60.923,62.049,62.123,12.776738,,Pass,
CT-3103A,operator,20240703_142125,X240620002,Post BI,Left (A),3,2,DO721#2,TM039,G-02-25,120,50,40,10.2,9.8,4.25,0,2.5,1556.2,NaN,37.75185384,-2,-2,-440.066069,-45.746383,55.826,54.905,55.263,13.22841945,,Pass,
CT-3103A,operator,20240703_142954,X240620002,Post BI,Left (A),3,3,DO721#2,TM039,E-02-22,120,50,40,10.5,9.5,4.25,0,1.5,1545,NaN,37.3766833,-2,-2,-408.490741,-83.139996,57.329,56.375,57.235,15.12065234,89_90_91_92_93_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240703_143007,X240620002,Post BI,Left (A),3,4,DO721#2,TM039,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240703_143128,X240620002,Post BI,Left (A),3,5,DO721#2,TM039,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240703_143140,X240620002,Post BI,Left (A),3,6,DO721#2,TM039,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240703_143153,X240620002,Post BI,Left (A),3,7,DO721#2,TM039,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240703_143206,X240620002,Post BI,Left (A),3,8,DO721#2,TM039,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240704_163946,X240620002,Pre BI,Left (A),3,1,DO721#2,TM038,O-01-17,120,50,40,9.5,10.5,5.5,0.5,0,1557,NaN,36.74112168,-2,-2,-441.668497,-40.289335,60.76,61.838,60.96,12.63098296,,Pass,
CT-3103A,operator,20240704_165144,X240620002,Pre BI,Left (A),3,2,DO721#2,TM038,O-02-15,120,50,40,9.6,10.4,4.75,0,3,1563.3,NaN,35.99920456,-2,-2,-227.269484,-25.12679,58.637,58.583,59,8.965243023,,Pass,
CT-3103A,operator,20240704_170153,X240620002,Pre BI,Left (A),3,3,DO721#2,TM038,O-02-11,120,50,40,9.7,10.3,4.25,0,0,1557.6,NaN,38.11523231,-2,-2,-149.951826,-45.490011,53.6,53.791,54.423,12.81364153,,Pass,
CT-3103A,operator,20240704_171147,X240620002,Pre BI,Left (A),3,4,DO721#2,TM038,P-04-15,120,50,40,9.5,10.5,6,0.5,0,1563.1,NaN,36.07727734,-2,-2,-404.375372,-23.881557,68.317,67.468,67.726,12.32462796,,Pass,
CT-3103A,operator,20240704_172112,X240620002,Pre BI,Left (A),3,5,DO721#2,TM038,O-04-16,120,50,40,9.5,10.5,5.25,0,0,1563.1,NaN,37.16628756,-2,-2,-296.684215,-19.449992,52.106,51.98,52.236,10.15796748,,Pass,
CT-3103A,operator,20240704_173015,X240620002,Pre BI,Left (A),3,6,DO721#2,TM038,K-02-29,120,50,40,9.9,10.1,3.25,0,0,1561.8,NaN,34.86066901,-2,-2,-392.357091,-25.676158,63.489,63.97,64.069,11.70283402,,Pass,[SMSR Fail]
CT-3103A,operator,20240704_173028,X240620002,Pre BI,Left (A),3,7,DO721#2,TM038,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240704_173041,X240620002,Pre BI,Left (A),3,8,DO721#2,TM038,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240710_094425,X240620002,Post BI,Left (A),3,1,DO721#2,TM038,O-01-17,120,50,40,9.7,10.3,1.75,0,2,1557.1,NaN,48.55792311,-2,-2,-251.597434,-41.168321,57.973,58.17,58.068,12.9075479482012,,Pass,
CT-3103A,operator,20240710_095631,X240620002,Post BI,Left (A),3,2,DO721#2,TM038,O-02-15,120,50,40,9.6,10.4,5,0,3,1562.9,NaN,44.46259192,-2,-2,-185.824596,-24.430925,59.257,61.726,61.173,9.12909916802933,,Pass,
CT-3103A,operator,20240710_100658,X240620002,Post BI,Left (A),3,3,DO721#2,TM038,O-02-11,120,50,40,9.6,10.4,5.25,0,0,1557.3,NaN,46.35827339,-2,-2,-270.571763,-43.548913,54.637,54.781,55.405,12.8687352266328,,Pass,
CT-3103A,operator,20240710_101821,X240620002,Post BI,Left (A),3,4,DO721#2,TM038,P-04-15,120,50,40,9.6,10.4,1.75,0,2,1562.9,NaN,45.012488997,-2,-2,-246.098149,-25.309912,65.085,65.421,65.563,12.7622103642526,,Pass,
CT-3103A,operator,20240710_102753,X240620002,Post BI,Left (A),3,5,DO721#2,TM038,O-04-16,120,50,40,9.6,10.4,5,0,0,1563.1,NaN,43.1142935,-2,-2,-377.461693,-18.168135,51.819,51.578,51.807,10.2215606694657,,Pass,
CT-3103A,operator,20240710_103652,X240620002,Post BI,Left (A),3,6,DO721#2,TM038,K-02-29,120,50,40,9.8,10.2,4,0.5,0,1562,NaN,43.9956872,-2,-2,-417.23132,-23.625185,64.776,65.013,65.724,11.4837617298049,,Pass,
CT-3103A,operator,20240710_103704,X240620002,Post BI,Left (A),3,7,DO721#2,TM038,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240710_103717,X240620002,Post BI,Left (A),3,8,DO721#2,TM038,,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,
CT-3103A,operator,20240710_151829,X240620002,Post BI,Left (A),3,1,DO721#2,TM038,O-03-05,120,50,40,9.5,10.5,1.75,0,0.5,1551.5,NaN,23.95284658,-2,-2,-324.908993,-58.088841,50.059,49.594,49.89,12.5671559827923,,Pass,[SMSR Fail]
CT-3103A,operator,20240710_152848,X240620002,Post BI,Left (A),3,2,DO721#2,TM038,O-03-18,120,50,40,10.4,9.6,1.75,0,2.5,1551.4,NaN,49.96349345,-2,-2,-233.060113,-50.690691,45.608,44.822,45.923,11.720033407008,,Pass,
CT-3103A,operator,20240710_153608,X240620002,Post BI,Left (A),3,3,DO721#2,TM038,P-02-15,120,50,40,9.4,10.6,1.5,1,0,1562.8,NaN,44.44143021,-2,-2,-2424.067352,-3.335212,71.399,69.105,69.266,3.55762009703235,,Pass,[Low Power]
CT-3103A,operator,20240710_154535,X240620002,Post BI,Left (A),3,4,DO721#2,TM038,N-02-29,120,50,40,9.9,10.1,2.25,9,0,1562.9,NaN,45.046997547,-2,-2,-102.242855,-27.104514,65.138,65.421,65.564,12.6987507573973,,Pass,
CT-3103A,operator,20240710_155306,X240620002,Post BI,Left (A),3,5,DO721#2,TM038,K-03-03,120,50,40,10.2,9.8,4.25,0,1,1551.2,NaN,47.05130014,-2,-2,-1760.038547,-15.128301,53.461,52.579,53.242,5.31139794091918,,Pass,[Low Power]
CT-3103A,operator,20240710_160139,X240620002,Post BI,Left (A),3,6,DO721#2,TM038,O-02-24,120,50,40,9.9,10.1,1.5,0,0,1557,NaN,49.77490892,-2,-2,-510.136306,-39.007475,53.262,53.656,54.213,13.7475959550606,,Pass,
CT-3103A,operator,20240710_161026,X240620002,Post BI,Left (A),3,7,DO721#2,TM038,N-03-17,120,50,40,9.6,10.4,1.5,0,2,1562.6,NaN,46.02749887,-2,-2,-210.589555,-28.276498,61.874,62.233,62.792,12.8056318529885,,Pass,
CT-3103A,operator,20240710_163533,X240620002,Post BI,Left (A),3,8,DO721#2,TM038,N-02-16,120,50,40,9.2,10.8,1.5,0,2.5,1562.6,NaN,45.28759232,-2,-2,-249.375851,-26.884765,62.25,62.503,62.639,12.6957005105281,,Pass,
CT-3103A,operator,20240710_190729,X240620002,Post BI,Left (A),3,1,DO721#2,TM038,K-03-11,120,50,40,9.7,10.3,4.25,0,3,1556.6,NaN,43.90756686,-2,-2,-211.973485,-38.238362,59.428,58.626,58.544,12.4713459474621,,Pass,
CT-3103A,operator,20240710_191655,X240620002,Post BI,Left (A),3,2,DO721#2,TM038,O-03-15,120,50,40,9.5,10.5,1.75,0,0.5,1551.4,NaN,20.220207494,-2,-2,-317.188154,-58.088841,49.689,48.863,49.776,12.9810154818283,,Pass,[SMSR Fail]
CT-3103A,operator,20240710_192756,X240620002,Post BI,Left (A),3,3,DO721#2,TM038,R-04-16,120,50,40,9.9,10.1,3,0,2,1562.9,NaN,45.51913846,-2,-2,-295.482401,-28.203247,61.055,60.949,61.152,12.444005048517,,Pass,
CT-3103A,operator,20240710_193612,X240620002,Post BI,Left (A),3,4,DO721#2,TM038,P-02-15,120,50,40,9.7,10.3,0.75,1,0,1562.8,NaN,41.8307005,-2,-2,-2359.896898,-3.445085,69.198,66.701,64.458,3.68214308578444,-2_0_1_2_3_4_5_6,Fail,[Low Power][Coarse Tuning fail]
CT-3103A,operator,20240710_194530,X240620002,Post BI,Left (A),3,5,DO721#2,TM038,L-03-23,120,50,40,10.3,9.7,2,0.5,0,1545.2,NaN,48.58652602,-2,-2,-358.05034,-86.692577,53.604,52.268,52.56,14.1774358532968,89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240710_195538,X240620002,Post BI,Left (A),3,6,DO721#2,TM038,L-02-05,120,50,40,10.1,9.9,5.5,0,2.5,1551.3,NaN,47.57875779,-2,-2,-461.07985,-49.70183,59.034,57.968,58.145,14.3730913783007,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240710_200906,X240620002,Post BI,Left (A),3,7,DO721#2,TM038,N-02-25,120,50,40,9.9,10.1,1,0,3.5,1557.1,NaN,48.73952054,-2,-2,-315.00301,-43.878536,54.018,49.836,69.038,11.5036885250459,,Pass,
CT-3103A,operator,20240710_201741,X240620002,Post BI,Left (A),3,8,DO721#2,TM038,K-03-15,120,50,40,9.8,10.2,2.5,0,0,1562.3,NaN,44.23322731,-2,-2,-310.304953,-25.163414,63.642,63.762,63.917,12.2346957724723,,Pass,
CT-3103A,operator,20240712_170245,X240704001,Pre BI,Left (A),3,1,DO721#2,TM038,F-01-19,120,50,40,9.7,10.3,6.25,0,1.5,1556.8,NaN,47.91784953,-2,-2,-409.000611,-42.560052,60.47,60.894,60.691,12.3895514625276,,Pass,
CT-3103A,operator,20240712_171140,X240704001,Pre BI,Left (A),3,2,DO721#2,TM038,F-01-13,120,50,40,10.4,9.6,2.25,0,2.5,1550.9,NaN,46.77645442,-2,-2,-568.479649,-61.128674,53.634,53.677,54.262,12.9993503599075,97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240712_172030,X240704001,Pre BI,Left (A),3,3,DO721#2,TM038,F-01-11,120,50,40,9.4,10.6,6.25,1,0,1550.9,NaN,42.70482576,-2,-2,-351.931929,-60.579307,56.652,56.476,57.686,12.5249367811436,91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240712_172842,X240704001,Pre BI,Left (A),3,4,DO721#2,TM038,F-01-17,120,50,40,9.6,10.4,4.5,0,1,1556.7,NaN,47.67031155,-2,-2,-457.401533,-43.805285,59.274,59.325,60.203,13.2273451810985,,Pass,
CT-3103A,operator,20240712_173907,X240704001,Pre BI,Left (A),3,5,DO721#2,TM038,F-01-12,120,50,40,10,10,2,0,2,1550.8,NaN,46.07600811,-2,-2,-435.659342,-61.604791,53.438,52.91,53.136,13.1966423312245,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240712_175223,X240704001,Pre BI,Left (A),3,6,DO721#2,TM038,M-01-19,120,50,40,9.7,10.3,5.5,1,0,1556.8,NaN,36.21547141,-2,-2,-477.869035,-35.271776,74.255,74.375,74.89,14.5157961761741,91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240712_180330,X240704001,Pre BI,Left (A),3,7,DO721#2,TM038,F-01-10,120,50,40,9.7,10.3,1.5,0,1.5,1550.9,NaN,47.29021278,-2,-2,-235.463784,-62.410531,53.833,54.905,55.576,12.9949920692166,94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240712_181218,X240704001,Pre BI,Left (A),3,8,DO721#2,TM038,F-01-18,120,50,40,9.6,10.4,5.75,0,2,1556.7,NaN,48.61396801,-2,-2,-236.811276,-44.134904,59.373,59.08,60.032,12.6250383134377,,Pass,
CT-3103A,operator,20240718_112534,X240704001,Post BI,Left (A),3,1,DO721#2,TM038,F-01-19,120,50,40,10.4,9.6,2,0.5,0,1556.7,NaN,46.32087802,-2,-2,-362.930499,-44.134904,56.707,61.634,56.874,12.8017745152505,,Pass,
CT-3103A,operator,20240718_113501,X240704001,Post BI,Left (A),3,2,DO721#2,TM038,F-01-13,120,50,40,10,10,3.25,0,2,1550.8,NaN,49.11284529,-2,-2,-533.881539,-61.0188,54.237,53.385,54.619,13.0620613204053,93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240718_114402,X240704001,Post BI,Left (A),3,3,DO721#2,TM038,F-01-11,120,50,40,9.9,10.1,1.75,0,1.5,1550.8,NaN,48.65625712,-2,-2,-447.349885,-61.714665,53.828,53.386,53.978,12.8683845595657,91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240718_115219,X240704001,Post BI,Left (A),3,4,DO721#2,TM038,F-01-17,120,50,40,9.6,10.4,5.25,0,1,1556.6,NaN,46.3195993,-2,-2,-480.891817,-41.790936,60.3,60.999,61.085,13.0894662300055,,Pass,
CT-3103A,operator,20240718_120212,X240704001,Post BI,Left (A),3,5,DO721#2,TM038,F-01-12,120,50,40,10,10,3,4.5,0,1550.8,NaN,46.83413281,-2,-2,-214.632077,-58.564958,54.04,54.686,53.553,12.9230830558876,90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240718_121030,X240704001,Post BI,Left (A),3,6,DO721#2,TM038,M-01-19,120,50,40,9.2,10.8,1.5,0,1,1556.6,NaN,32.871589899,-2,-2,-471.459294,-35.235153,74.88,74.895,74.95,15.2463636982307,,Pass,[SMSR Fail]
CT-3103A,operator,20240718_122113,X240704001,Post BI,Left (A),3,7,DO721#2,TM038,F-01-10,120,50,40,10.4,9.6,2,0,2,1550.8,NaN,46.25669655,-2,-2,-338.384038,-58.41846,53.894,54.197,54.815,12.8388895629227,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240718_122934,X240704001,Post BI,Left (A),3,8,DO721#2,TM038,F-01-18,120,50,40,9.5,10.5,1.5,0.5,0,1556.6,NaN,39.57629443,-2,-2,-324.435532,-44.867396,58.075,57.974,58.578,13.472656276031,,Pass,
CT-3103A,operator,20240718_140330,X240704001,Post BI,Left (A),3,6,DO721#2,TM038,M-01-19,120,50,40,9.2,10.8,1.5,0,1,1556.7,NaN,28.92893734,-2,-2,-508.169702,-37.029753,75.04,75.389,75.049,14.9864526077907,92,Fail,[SMSR Fail][Coarse Tuning fail]
